ISO3,Rate1990,Rate1991,Rate1992,Rate1993,Rate1994,Rate1995,Rate1996,Rate1997,Rate1998,Rate1999,Rate2000,Rate2001,Rate2002,Rate2003,Rate2004,Rate2005,Rate2006,Rate2007,Rate2008,Rate2009,Rate2010,Rate2011,Rate2012,Rate2013,Rate2014,Rate2015,Rate2016,Rate2017
COL,5.046793809169345,5.234351097213954,5.1848446972684314,5.048184654842493,5.394641206672255,5.87429153688857,6.249097898512924,6.143584114865435,6.265787378760783,6.465427138828815,6.559038650903062,6.591908391547159,7.427132787729829,6.849123471641407,6.7851436500297435,6.283141549474494,6.347042036903738,6.020492354067378,6.04641810923726,6.220179076962286,5.999311168140527,5.623805523972852,5.501150363277524,5.324915143862357,5.455652666091838,5.4791300652068,5.540307678380669,5.525540638581571
COM,10.75426378020994,10.69232571585026,10.622865650925776,10.5685003304303,10.539914344508793,10.47692598878515,10.344939952589506,10.216994599614235,9.535883220605925,9.130378522279678,8.856982683531463,8.57009763167354,8.400766200111049,8.200346419809485,8.6614948830084,8.561411177665901,8.52837235512193,8.474778136919099,8.46616363484368,8.422936539322508,8.378431662649191,8.421759134541341,8.420230501480132,8.38735215330049,8.366746008785565,8.349143563614534,8.343457119034838,8.317069457158418
COG,17.084235116959967,16.782461524722727,16.77427795593281,16.848369719280107,17.656498574355698,17.934398770750683,18.196684935205163,18.62465761079394,17.7823768606243,17.756737704455297,17.22328969365436,16.12952930380812,15.416484703396073,15.473933272703604,15.287903307604696,15.143184814339309,14.845599981144392,14.720187862236086,14.600440383390216,14.424322277501194,14.251192140148389,13.923018513977789,13.9972238967523,13.95420530204242,13.970434165314272,13.971576131046884,13.932943359152496,14.037733794355322
CRI,6.381287937432783,6.215324323786218,6.484367968888809,6.439036913493638,6.729682445353151,7.191002361682256,6.946587945915152,7.045360185081494,7.269325362102468,7.551165390313904,7.276432439027761,7.277819799672175,7.619114608222806,7.892481147319615,7.9960366847756434,7.373474681327382,7.793398718450796,7.0157170117511605,7.019874542169286,6.943682751372395,7.572602162296095,7.232165736336113,7.023584876165308,7.112510287212628,6.984768700447537,7.429134976490197,7.785396682191582,7.8034715269868284
CIV,13.532888611339011,13.7704435139171,14.12151865171306,14.636536669409818,15.08368214173202,15.502983834895575,15.712985813951478,15.776030032032605,15.900775400745893,15.920161260467076,15.90710538871956,15.793700419818958,15.659937928221048,15.628954909055,15.623032713425523,15.54492883937058,15.48133957181083,15.285355655305889,15.041612819275642,14.834987656176043,14.736562630709509,14.660272513449184,14.637622103891976,14.562409502839374,14.467963218316257,14.28521142581299,14.081990164307635,13.859903239805067
HRV,20.376252624273977,19.93494838843544,20.38666100978351,20.18547378761199,19.711990209148325,19.196629526209023,19.286137957052382,19.2084785871815,18.350997166962426,17.742291364892026,16.670939608121312,16.16406663936807,15.881554061998562,15.75542798426219,14.9280656308344,14.919118819306483,14.327226052932536,14.340853459013786,14.437128912270971,13.514722087485657,12.837154711819858,12.577611993206821,12.556207960216344,11.845546451590772,11.851634481926222,12.08067949888554,11.303063297778886,11.059530617987996
CUB,19.83682789716899,19.867888481491676,20.038465902281903,20.097332663595225,19.894619982184697,19.32439300553372,18.25282101774816,17.67659475255445,17.364233989261802,16.614832191235838,15.310175457407835,14.316738997576929,12.996527372231077,12.526398876388464,12.199070719160243,12.038221075004206,11.240360291099687,10.985716828822948,10.961206923273252,11.0959180750908,11.15999907251646,10.62426972340012,10.976952261972462,10.907657276789989,10.776358792014246,11.065374227494894,11.215046934321435,11.288785495689469
CYP,4.60657867907314,4.548564012067975,4.482925947984401,4.567818219492925,4.674643917370944,4.703355106098554,4.747466969294611,4.807416407146738,4.835512622727932,4.839634346729541,4.932118342833726,4.904384403365931,4.858586321618621,4.820250264128359,4.7746543856105825,4.771663945778609,4.775728382293133,4.84593138717009,4.86116481497433,4.858453280649706,4.822159424005885,4.708178271144021,4.685468583011855,4.707553632690647,4.722949630781502,4.699221642196221,4.638157858151797,4.630150260439427
CZE,18.93605893312864,18.179723911109058,17.80683598143377,16.875761994422522,16.45510200692535,15.902332866503231,14.924145432168052,14.834124013172744,14.0603458203926,13.885264792881028,13.963176592771758,13.730022589990284,13.55820911502073,13.934659591759008,13.43629081542934,13.103724921301223,12.506004057487411,12.563594911835192,12.58109238250318,12.471317779331638,12.471992001909578,12.537820808823351,12.369732374570525,12.0831073413121,11.46695524907587,11.184923365861938,10.91706347719219,10.766627563401784
COD,12.178834766930288,12.306741232624416,12.306152912653202,12.186580244825604,12.154059258448036,12.291323840226068,12.521702310332753,12.175547408313085,12.1985836523581,12.129185139083672,12.078650899760056,11.946802075874244,11.716006555953124,11.821774513649729,11.583084731680405,11.387684931706676,11.325520059964257,11.26556636250655,11.339723963390783,11.332247192926944,11.39930549295965,11.504563233412489,11.574658916284596,11.557043957675392,11.559467550335972,11.564054771513756,11.557615510154076,11.579851574922746
